1,2023-09-07,07:20:00,18,9,0,0,0,0,0
1,2023-09-10,12:00:00,7,25,0,0,0,0,0
1,2023-09-10,12:00:00,20,14,0,0,0,0,0
1,2023-09-10,12:00:00,2,4,0,0,0,0,0
1,2023-09-10,12:00:00,29,24,0,0,0,0,0
1,2023-09-10,12:00:00,16,10,0,0,0,0,0
1,2023-09-10,12:00:00,0,28,0,0,0,0,0
1,2023-09-10,12:00:00,5,31,0,0,0,0,0
1,2023-09-10,12:00:00,30,26,0,0,0,0,0
1,2023-09-10,03:25:00,19,1,0,0,0,0,0
1,2023-09-10,03:25:00,22,3,0,0,0,0,0
1,2023-09-10,03:25:00,23,27,0,0,0,0,0
1,2023-09-10,03:25:00,12,8,0,0,0,0,0
1,2023-09-10,03:25:00,13,21,0,0,0,0,0
1,2023-09-10,07:20:00,11,15,0,0,0,0,0
1,2023-09-11,07:15:00,6,17,0,0,0,0,0
2,2023-09-14,07:15:00,31,13,0,0,0,0,0
2,2023-09-17,12:00:00,24,2,0,0,0,0,0
2,2023-09-17,12:00:00,1,5,0,0,0,0,0
2,2023-09-17,12:00:00,19,14,0,0,0,0,0
2,2023-09-17,12:00:00,10,29,0,0,0,0,0
2,2023-09-17,12:00:00,9,16,0,0,0,0,0
2,2023-09-17,12:00:00,22,6,0,0,0,0,0
2,2023-09-17,12:00:00,8,30,0,0,0,0,0
2,2023-09-17,12:00:00,27,18,0,0,0,0,0
2,2023-09-17,03:05:00,15,7,0,0,0,0,0
2,2023-09-17,03:05:00,0,23,0,0,0,0,0
2,2023-09-17,03:25:00,17,11,0,0,0,0,0
2,2023-09-17,03:25:00,25,3,0,0,0,0,0
2,2023-09-17,07:20:00,12,21,0,0,0,0,0
2,2023-09-18,06:15:00,26,20,0,0,0,0,0
2,2023-09-18,07:15:00,4,28,0,0,0,0,0
3,2023-09-21,07:15:00,15,0,0,0,0,0,0
3,2023-09-24,12:00:00,14,18,0,0,0,0,0
3,2023-09-24,12:00:00,6,25,0,0,0,0,0
3,2023-09-24,12:00:00,3,12,0,0,0,0,0
3,2023-09-24,12:00:00,29,16,0,0,0,0,0
3,2023-09-24,12:00:00,8,31,0,0,0,0,0
3,2023-09-24,12:00:00,21,17,0,0,0,0,0
3,2023-09-24,12:00:00,26,19,0,0,0,0,0
3,2023-09-24,12:00:00,30,4,0,0,0,0,0
3,2023-09-24,03:05:00,20,27,0,0,0,0,0
3,2023-09-24,03:05:00,10,24,0,0,0,0,0
3,2023-09-24,03:25:00,1,9,0,0,0,0,0
3,2023-09-24,03:25:00,11,7,0,0,0,0,0
3,2023-09-24,07:20:00,28,22,0,0,0,0,0
3,2023-09-25,06:15:00,13,5,0,0,0,0,0
3,2023-09-25,07:15:00,23,2,0,0,0,0,0
4,2023-09-28,07:15:00,18,19,0,0,0,0,0
4,2023-10-01,08:30:00,14,16,0,0,0,0,0
4,2023-10-01,12:00:00,24,4,0,0,0,0,0
4,2023-10-01,12:00:00,2,30,0,0,0,0,0
4,2023-10-01,12:00:00,3,1,0,0,0,0,0
4,2023-10-01,12:00:00,23,10,0,0,0,0,0
4,2023-10-01,12:00:00,12,6,0,0,0,0,0
4,2023-10-01,12:00:00,31,20,0,0,0,0,0
4,2023-10-01,12:00:00,28,29,0,0,0,0,0
4,2023-10-01,12:00:00,5,26,0,0,0,0,0
4,2023-10-01,12:00:00,25,13,0,0,0,0,0
4,2023-10-01,03:05:00,22,8,0,0,0,0,0
4,2023-10-01,03:25:00,7,0,0,0,0,0,0
4,2023-10-01,03:25:00,21,11,0,0,0,0,0
4,2023-10-01,07:20:00,9,17,0,0,0,0,0
4,2023-10-02,07:15:00,27,15,0,0,0,0,0
5,2023-10-05,07:15:00,1,25,0,0,0,0,0
5,2023-10-08,08:30:00,16,6,0,0,0,0,0
5,2023-10-08,12:00:00,24,28,0,0,0,0,0
5,2023-10-08,12:00:00,20,18,0,0,0,0,0
